WorkerId_scrambled,uid,AcceptTime,SubmitTime,conditionAskOther,conditionshowFeedback,feedbacktext,nBlocks,nTrialsperBlock,nameOther,otherworkerId_scrambled,otherworkerperf,userAgent,whExpVersion,estBlock,idSet,BasicConcept,cid,actCorrectOther,actCorrectSelf,estCorrectOther,estCorrectSelf,estimationTime,GroupCount,mean_isCorrect,mean_Conf,mean_TotalTrialTime
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,13,reptile,4,11,11,7,3,4436,12,0.916666666666667,60,6796.41666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,16,reptile,4,7,7,9,5,5871,12,0.583333333333333,77.5,6112.5
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,12,primate,3,9,9,8,5,4820,12,0.75,65,4657.5
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,9,primate,3,3,1,5,2,5013,12,0.0833333333333333,28.75,5355.66666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,10,primate,3,4,3,5,2,4327,12,0.25,35,9516.5
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,11,primate,3,11,12,10,9,7278,12,1,86.25,9128.16666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,3,bird,1,3,9,8,3,4797,12,0.75,45,5936.33333333333
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,2,bird,1,6,6,9,4,4198,12,0.5,46.25,5141.91666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,1,bird,1,5,3,6,3,4731,12,0.25,41.25,4789.08333333333
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,4,bird,1,9,9,10,5,4670,12,0.75,78.75,4986.41666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,13,7,dog,2,7,3,7,2,4264,12,0.25,33.75,4606
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,14,8,dog,2,9,8,7,3,5419,12,0.666666666666667,42.5,6400.41666666667
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,15,5,dog,2,8,6,9,3,4002,12,0.5,45,5093.33333333333
lofyqU0w3F5Y2v5KRDwUlFNo4e0=,13,Thu Sep 23 12:21:48 PDT 2021,Thu Sep 23 12:56:11 PDT 2021,1,0,"",16,12,Pedro,KbiP60Cg6RJqdrtvFmYM9/exyvA=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,16,6,dog,2,6,7,7,3,5416,12,0.583333333333333,41.25,6058.5
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,1,14,reptile,4,11,7,5,4,20420,12,0.583333333333333,41.25,5807.83333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,2,15,reptile,4,10,8,11,8,7059,12,0.666666666666667,63.75,5692.33333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,16,reptile,4,5,7,10,7,4001,12,0.583333333333333,65,5597.5
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,13,reptile,4,9,7,7,7,4458,12,0.583333333333333,60,5669.58333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,7,dog,2,7,3,6,4,5222,12,0.25,26.25,4125.91666666667
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,6,dog,2,9,6,8,5,3760,12,0.5,42.5,4260.33333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,8,dog,2,9,11,11,8,4127,12,0.916666666666667,60,4541.58333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,5,dog,2,4,6,8,7,4119,12,0.5,51.25,4238.83333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,4,bird,1,11,8,9,9,5094,12,0.666666666666667,75,6106.66666666667
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,1,bird,1,3,2,8,4,4637,12,0.166666666666667,35,5110.08333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,3,bird,1,7,9,7,5,3700,12,0.75,42.5,4103
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,2,bird,1,4,5,7,5,3766,12,0.416666666666667,40,4180.66666666667
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,13,12,primate,3,9,7,6,5,3617,12,0.583333333333333,51.25,4469.16666666667
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,14,9,primate,3,6,5,5,3,4028,12,0.416666666666667,26.25,4535.16666666667
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,15,11,primate,3,10,12,10,9,3587,12,1,73.75,4896.08333333333
SC0FaYwaJb7AwJnO3i6N22OXVZ0=,14,Thu Sep 23 08:37:27 PDT 2021,Thu Sep 23 09:06:05 PDT 2021,1,1,"",16,12,Crystal,RzCjQOPmzbZDb832iqFbnflwGTM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,16,10,primate,3,4,5,4,3,3452,12,0.416666666666667,30,3664.41666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,1,12,primate,3,5,7,9,8,37169,12,0.583333333333333,70,6274.75
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,2,11,primate,3,7,12,10,10,5761,12,1,81.25,12120.6666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,9,primate,3,4,8,6,9,4028,12,0.666666666666667,70,21920.5
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,10,primate,3,4,8,6,8,4058,12,0.666666666666667,68.75,17475
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,8,dog,2,7,12,6,9,4552,12,1,76.25,12196.5833333333
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,7,dog,2,6,9,4,5,4442,12,0.75,63.75,9879.91666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,6,dog,2,10,11,8,10,4597,12,0.916666666666667,78.75,10958.1666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,5,dog,2,10,10,8,10,5708,12,0.833333333333333,82.5,10020.5833333333
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,4,bird,1,9,10,10,11,4752,12,0.833333333333333,95,9440.08333333333
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,1,bird,1,4,12,6,9,3492,12,1,82.5,11037.5833333333
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,2,bird,1,10,11,4,8,3351,12,0.916666666666667,68.75,10216.0833333333
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,3,bird,1,6,8,9,10,5124,12,0.666666666666667,82.5,9255.41666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,13,14,reptile,4,6,7,7,8,3903,12,0.583333333333333,76.25,11058.4166666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,14,13,reptile,4,11,11,6,9,4729,12,0.916666666666667,85,11268.4166666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,15,16,reptile,4,9,9,4,8,3538,12,0.75,85,8561.16666666667
Lb98DcD5URpgLBlyoUXiamkhZ2c=,15,Thu Sep 23 20:59:46 PDT 2021,Thu Sep 23 21:39:10 PDT 2021,1,0,"",16,12,Marjorie,/6XZNQEk9ii36UFjXqPINt4pqAM=,Top,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,16,15,reptile,4,8,8,7,9,4782,12,0.666666666666667,78.75,9515
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,1,16,reptile,4,4,6,4,5,19454,12,0.5,80,5063.33333333333
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,2,14,reptile,4,3,10,5,6,7300,12,0.833333333333333,77.5,5233.16666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,15,reptile,4,7,7,5,5,5499,12,0.583333333333333,78.75,4640.58333333333
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,13,reptile,4,6,8,5,6,4140,12,0.666666666666667,78.75,4449.41666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,2,bird,1,5,9,6,5,5769,12,0.75,73.75,5836
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,3,bird,1,2,8,7,6,3936,12,0.666666666666667,72.5,4654.91666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,4,bird,1,7,8,4,5,7018,12,0.666666666666667,78.75,5190.66666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,1,bird,1,4,5,5,4,5245,12,0.416666666666667,73.75,4259.41666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,10,primate,3,7,6,6,6,5960,12,0.5,78.75,4912.41666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,12,primate,3,3,8,7,8,4781,12,0.666666666666667,82.5,5394.5
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,11,primate,3,9,11,9,9,5285,12,0.916666666666667,91.25,4317.41666666667
AmIEj9v2kYWjHf4NRN7LYoSLnOw=,16,Thu Sep 23 09:36:59 PDT 2021,Thu Sep 23 10:00:16 PDT 2021,1,0,"",16,12,Marjorie,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,9,primate,3,4,7,4,3,3998,12,0.583333333333333,55,5288.83333333333
